**********************************************************************************

Results for system: 28 Li 12 La 48 O   8 Zr

DATE:   2/ 1/2019   11: 0:19

The first 10 points are the polyhedron corner points

**********************************************************************************

   mu_Li      mu_La      mu_O    |   mu_Zr
   -1.9242    -5.8541    -1.1461 |   -7.2826
   -1.9242    -5.8541    -1.1261 |   -7.4026
   -1.9242    -5.8341    -1.1661 |   -7.1926
   -1.9242    -5.8341    -1.1461 |   -7.3126
   -1.9242    -5.8341    -1.1261 |   -7.4326
   -1.9242    -5.8141    -1.1861 |   -7.1026
   -1.9242    -5.8141    -1.1661 |   -7.2226
   -1.9242    -5.8141    -1.1461 |   -7.3426
   -1.9242    -5.7941    -1.1861 |   -7.1326
   -1.9242    -5.7941    -1.1661 |   -7.2526
   -1.9242    -5.7741    -1.2061 |   -7.0426
   -1.9242    -5.7741    -1.1861 |   -7.1626
   -1.9242    -5.7741    -1.1661 |   -7.2826
   -1.9242    -5.7541    -1.2061 |   -7.0726
   -1.9242    -5.7541    -1.1861 |   -7.1926
   -1.9242    -5.7341    -1.2261 |   -6.9826
   -1.9242    -5.7341    -1.2061 |   -7.1026
   -1.9242    -5.7141    -1.2461 |   -6.8926
   -1.9242    -5.7141    -1.2261 |   -7.0126
   -1.9242    -5.7141    -1.2061 |   -7.1326
   -1.9242    -5.6941    -1.2461 |   -6.9226
   -1.9242    -5.6941    -1.2261 |   -7.0426
   -1.9242    -5.6741    -1.2661 |   -6.8326
   -1.9242    -5.6741    -1.2461 |   -6.9526
   -1.9242    -5.6541    -1.2661 |   -6.8626
   -1.9242    -5.6541    -1.2461 |   -6.9826
   -1.9242    -5.6341    -1.2861 |   -6.7726
   -1.9242    -5.6341    -1.2661 |   -6.8926
   -1.9242    -5.6141    -1.2861 |   -6.8026
   -1.9242    -5.5941    -1.3061 |   -6.7126
   -1.9242    -5.5941    -1.2861 |   -6.8326
   -1.9242    -5.5741    -1.3061 |   -6.7426
   -1.9242    -5.5541    -1.3261 |   -6.6526
   -1.9242    -5.5341    -1.3261 |   -6.6826
   -1.9242    -5.5141    -1.3461 |   -6.5926
   -1.9242    -5.4741    -1.3661 |   -6.5326
   -1.9042    -6.1541    -0.9861 |   -7.8626
   -1.9042    -6.1341    -0.9861 |   -7.8926
   -1.9042    -6.1141    -1.0061 |   -7.8026
   -1.9042    -6.1141    -0.9861 |   -7.9226
   -1.9042    -6.0941    -1.0061 |   -7.8326
   -1.9042    -6.0941    -0.9861 |   -7.9526
   -1.9042    -6.0741    -1.0261 |   -7.7426
   -1.9042    -6.0741    -1.0061 |   -7.8626
   -1.9042    -6.0741    -0.9861 |   -7.9826
   -1.9042    -6.0541    -1.0461 |   -7.6526
   -1.9042    -6.0541    -1.0261 |   -7.7726
   -1.9042    -6.0541    -1.0061 |   -7.8926
   -1.9042    -6.0541    -0.9861 |   -8.0126
   -1.9042    -6.0341    -1.0461 |   -7.6826
   -1.9042    -6.0341    -1.0261 |   -7.8026
   -1.9042    -6.0341    -1.0061 |   -7.9226
   -1.9042    -6.0141    -1.0661 |   -7.5926
   -1.9042    -6.0141    -1.0461 |   -7.7126
   -1.9042    -6.0141    -1.0261 |   -7.8326
   -1.9042    -6.0141    -1.0061 |   -7.9526
   -1.9042    -5.9941    -1.0661 |   -7.6226
   -1.9042    -5.9941    -1.0461 |   -7.7426
   -1.9042    -5.9941    -1.0261 |   -7.8626
   -1.9042    -5.9741    -1.0861 |   -7.5326
   -1.9042    -5.9741    -1.0661 |   -7.6526
   -1.9042    -5.9741    -1.0461 |   -7.7726
   -1.9042    -5.9541    -1.1061 |   -7.4426
   -1.9042    -5.9541    -1.0861 |   -7.5626
   -1.9042    -5.9541    -1.0661 |   -7.6826
   -1.9042    -5.9541    -1.0461 |   -7.8026
   -1.9042    -5.9341    -1.1061 |   -7.4726
   -1.9042    -5.9341    -1.0861 |   -7.5926
   -1.9042    -5.9341    -1.0661 |   -7.7126
   -1.9042    -5.9141    -1.1261 |   -7.3826
   -1.9042    -5.9141    -1.1061 |   -7.5026
   -1.9042    -5.9141    -1.0861 |   -7.6226
   -1.9042    -5.8941    -1.1261 |   -7.4126
   -1.9042    -5.8941    -1.1061 |   -7.5326
   -1.9042    -5.8941    -1.0861 |   -7.6526
   -1.9042    -5.8741    -1.1461 |   -7.3226
   -1.9042    -5.8741    -1.1261 |   -7.4426
   -1.9042    -5.8741    -1.1061 |   -7.5626
   -1.9042    -5.8541    -1.1661 |   -7.2326
   -1.9042    -5.8541    -1.1461 |   -7.3526
   -1.9042    -5.8541    -1.1261 |   -7.4726
   -1.9042    -5.8341    -1.1661 |   -7.2626
   -1.9042    -5.8341    -1.1461 |   -7.3826
   -1.9042    -5.8341    -1.1261 |   -7.5026
   -1.9042    -5.8141    -1.1861 |   -7.1726
   -1.9042    -5.8141    -1.1661 |   -7.2926
   -1.9042    -5.8141    -1.1461 |   -7.4126
   -1.9042    -5.7941    -1.1861 |   -7.2026
   -1.9042    -5.7941    -1.1661 |   -7.3226
   -1.9042    -5.7741    -1.2061 |   -7.1126
   -1.9042    -5.7741    -1.1861 |   -7.2326
   -1.9042    -5.7741    -1.1661 |   -7.3526
   -1.9042    -5.7541    -1.2261 |   -7.0226
   -1.9042    -5.7541    -1.2061 |   -7.1426
   -1.9042    -5.7541    -1.1861 |   -7.2626
   -1.9042    -5.7341    -1.2261 |   -7.0526
   -1.9042    -5.7341    -1.2061 |   -7.1726
   -1.9042    -5.7141    -1.2461 |   -6.9626
   -1.9042    -5.7141    -1.2261 |   -7.0826
   -1.9042    -5.7141    -1.2061 |   -7.2026
   -1.9042    -5.6941    -1.2461 |   -6.9926
   -1.9042    -5.6941    -1.2261 |   -7.1126
   -1.9042    -5.6741    -1.2661 |   -6.9026
   -1.9042    -5.6741    -1.2461 |   -7.0226
   -1.9042    -5.6541    -1.2861 |   -6.8126
   -1.9042    -5.6541    -1.2661 |   -6.9326
   -1.9042    -5.6541    -1.2461 |   -7.0526
   -1.9042    -5.6341    -1.2861 |   -6.8426
   -1.9042    -5.6341    -1.2661 |   -6.9626
   -1.9042    -5.6141    -1.3061 |   -6.7526
   -1.9042    -5.6141    -1.2861 |   -6.8726
   -1.9042    -5.5941    -1.3061 |   -6.7826
   -1.9042    -5.5941    -1.2861 |   -6.9026
   -1.9042    -5.5741    -1.3261 |   -6.6926
   -1.9042    -5.5741    -1.3061 |   -6.8126
   -1.9042    -5.5541    -1.3261 |   -6.7226
   -1.9042    -5.5341    -1.3461 |   -6.6326
   -1.9042    -5.5341    -1.3261 |   -6.7526
   -1.9042    -5.5141    -1.3461 |   -6.6626
   -1.9042    -5.4941    -1.3661 |   -6.5726
   -1.9042    -5.4741    -1.3661 |   -6.6026
   -1.9042    -5.4541    -1.3861 |   -6.5126
   -1.9042    -5.4141    -1.4061 |   -6.4526
   -1.8842    -6.0941    -1.0261 |   -7.7826
   -1.8842    -6.0741    -1.0261 |   -7.8126
   -1.8842    -6.0541    -1.0461 |   -7.7226
   -1.8842    -6.0541    -1.0261 |   -7.8426
   -1.8842    -6.0341    -1.0461 |   -7.7526
   -1.8842    -6.0341    -1.0261 |   -7.8726
   -1.8842    -6.0141    -1.0661 |   -7.6626
   -1.8842    -6.0141    -1.0461 |   -7.7826
   -1.8842    -6.0141    -1.0261 |   -7.9026
   -1.8842    -5.9941    -1.0861 |   -7.5726
   -1.8842    -5.9941    -1.0661 |   -7.6926
   -1.8842    -5.9941    -1.0461 |   -7.8126
   -1.8842    -5.9941    -1.0261 |   -7.9326
   -1.8842    -5.9741    -1.0861 |   -7.6026
   -1.8842    -5.9741    -1.0661 |   -7.7226
   -1.8842    -5.9741    -1.0461 |   -7.8426
   -1.8842    -5.9541    -1.1061 |   -7.5126
   -1.8842    -5.9541    -1.0861 |   -7.6326
   -1.8842    -5.9541    -1.0661 |   -7.7526
   -1.8842    -5.9541    -1.0461 |   -7.8726
   -1.8842    -5.9341    -1.1061 |   -7.5426
   -1.8842    -5.9341    -1.0861 |   -7.6626
   -1.8842    -5.9341    -1.0661 |   -7.7826
   -1.8842    -5.9141    -1.1261 |   -7.4526
   -1.8842    -5.9141    -1.1061 |   -7.5726
   -1.8842    -5.9141    -1.0861 |   -7.6926
   -1.8842    -5.8941    -1.1461 |   -7.3626
   -1.8842    -5.8941    -1.1261 |   -7.4826
   -1.8842    -5.8941    -1.1061 |   -7.6026
   -1.8842    -5.8941    -1.0861 |   -7.7226
   -1.8842    -5.8741    -1.1461 |   -7.3926
   -1.8842    -5.8741    -1.1261 |   -7.5126
   -1.8842    -5.8741    -1.1061 |   -7.6326
   -1.8842    -5.8541    -1.1661 |   -7.3026
   -1.8842    -5.8541    -1.1461 |   -7.4226
   -1.8842    -5.8541    -1.1261 |   -7.5426
   -1.8842    -5.8341    -1.1661 |   -7.3326
   -1.8842    -5.8341    -1.1461 |   -7.4526
   -1.8842    -5.8341    -1.1261 |   -7.5726
   -1.8842    -5.8141    -1.1861 |   -7.2426
   -1.8842    -5.8141    -1.1661 |   -7.3626
   -1.8842    -5.8141    -1.1461 |   -7.4826
   -1.8842    -5.7941    -1.2061 |   -7.1526
   -1.8842    -5.7941    -1.1861 |   -7.2726
   -1.8842    -5.7941    -1.1661 |   -7.3926
   -1.8842    -5.7741    -1.2061 |   -7.1826
   -1.8842    -5.7741    -1.1861 |   -7.3026
   -1.8842    -5.7741    -1.1661 |   -7.4226
   -1.8842    -5.7541    -1.2261 |   -7.0926
   -1.8842    -5.7541    -1.2061 |   -7.2126
   -1.8842    -5.7541    -1.1861 |   -7.3326
   -1.8842    -5.7341    -1.2261 |   -7.1226
   -1.8842    -5.7341    -1.2061 |   -7.2426
   -1.8842    -5.7141    -1.2461 |   -7.0326
   -1.8842    -5.7141    -1.2261 |   -7.1526
   -1.8842    -5.7141    -1.2061 |   -7.2726
   -1.8842    -5.6941    -1.2661 |   -6.9426
   -1.8842    -5.6941    -1.2461 |   -7.0626
   -1.8842    -5.6941    -1.2261 |   -7.1826
   -1.8842    -5.6741    -1.2661 |   -6.9726
   -1.8842    -5.6741    -1.2461 |   -7.0926
   -1.8842    -5.6541    -1.2861 |   -6.8826
   -1.8842    -5.6541    -1.2661 |   -7.0026
   -1.8842    -5.6541    -1.2461 |   -7.1226
   -1.8842    -5.6341    -1.2861 |   -6.9126
   -1.8842    -5.6341    -1.2661 |   -7.0326
   -1.8842    -5.6141    -1.3061 |   -6.8226
   -1.8842    -5.6141    -1.2861 |   -6.9426
   -1.8842    -5.5941    -1.3261 |   -6.7326
   -1.8842    -5.5941    -1.3061 |   -6.8526
   -1.8842    -5.5941    -1.2861 |   -6.9726
   -1.8842    -5.5741    -1.3261 |   -6.7626
   -1.8842    -5.5741    -1.3061 |   -6.8826
   -1.8842    -5.5541    -1.3461 |   -6.6726
   -1.8842    -5.5541    -1.3261 |   -6.7926
   -1.8842    -5.5341    -1.3461 |   -6.7026
   -1.8842    -5.5341    -1.3261 |   -6.8226
   -1.8842    -5.5141    -1.3661 |   -6.6126
   -1.8842    -5.5141    -1.3461 |   -6.7326
   -1.8842    -5.4941    -1.3661 |   -6.6426
   -1.8842    -5.4741    -1.3861 |   -6.5526
   -1.8842    -5.4741    -1.3661 |   -6.6726
   -1.8842    -5.4541    -1.3861 |   -6.5826
   -1.8842    -5.4341    -1.4061 |   -6.4926
   -1.8842    -5.4141    -1.4061 |   -6.5226
   -1.8842    -5.3941    -1.4261 |   -6.4326
   -1.8842    -5.3541    -1.4461 |   -6.3726
   -1.8642    -6.0341    -1.0661 |   -7.7026
   -1.8642    -6.0141    -1.0661 |   -7.7326
   -1.8642    -5.9941    -1.0861 |   -7.6426
   -1.8642    -5.9941    -1.0661 |   -7.7626
   -1.8642    -5.9741    -1.0861 |   -7.6726
   -1.8642    -5.9741    -1.0661 |   -7.7926
   -1.8642    -5.9541    -1.1061 |   -7.5826
   -1.8642    -5.9541    -1.0861 |   -7.7026
   -1.8642    -5.9541    -1.0661 |   -7.8226
   -1.8642    -5.9341    -1.1261 |   -7.4926
   -1.8642    -5.9341    -1.1061 |   -7.6126
   -1.8642    -5.9341    -1.0861 |   -7.7326
   -1.8642    -5.9341    -1.0661 |   -7.8526
   -1.8642    -5.9141    -1.1261 |   -7.5226
   -1.8642    -5.9141    -1.1061 |   -7.6426
   -1.8642    -5.9141    -1.0861 |   -7.7626
   -1.8642    -5.8941    -1.1461 |   -7.4326
   -1.8642    -5.8941    -1.1261 |   -7.5526
   -1.8642    -5.8941    -1.1061 |   -7.6726
   -1.8642    -5.8941    -1.0861 |   -7.7926
   -1.8642    -5.8741    -1.1461 |   -7.4626
   -1.8642    -5.8741    -1.1261 |   -7.5826
   -1.8642    -5.8741    -1.1061 |   -7.7026
   -1.8642    -5.8541    -1.1661 |   -7.3726
   -1.8642    -5.8541    -1.1461 |   -7.4926
   -1.8642    -5.8541    -1.1261 |   -7.6126
   -1.8642    -5.8341    -1.1861 |   -7.2826
   -1.8642    -5.8341    -1.1661 |   -7.4026
   -1.8642    -5.8341    -1.1461 |   -7.5226
   -1.8642    -5.8341    -1.1261 |   -7.6426
   -1.8642    -5.8141    -1.1861 |   -7.3126
   -1.8642    -5.8141    -1.1661 |   -7.4326
   -1.8642    -5.8141    -1.1461 |   -7.5526
   -1.8642    -5.7941    -1.2061 |   -7.2226
   -1.8642    -5.7941    -1.1861 |   -7.3426
   -1.8642    -5.7941    -1.1661 |   -7.4626
   -1.8642    -5.7741    -1.2061 |   -7.2526
   -1.8642    -5.7741    -1.1861 |   -7.3726
   -1.8642    -5.7741    -1.1661 |   -7.4926
   -1.8642    -5.7541    -1.2261 |   -7.1626
   -1.8642    -5.7541    -1.2061 |   -7.2826
   -1.8642    -5.7541    -1.1861 |   -7.4026
   -1.8642    -5.7341    -1.2461 |   -7.0726
   -1.8642    -5.7341    -1.2261 |   -7.1926
   -1.8642    -5.7341    -1.2061 |   -7.3126
   -1.8642    -5.7141    -1.2461 |   -7.1026
   -1.8642    -5.7141    -1.2261 |   -7.2226
   -1.8642    -5.7141    -1.2061 |   -7.3426
   -1.8642    -5.6941    -1.2661 |   -7.0126
   -1.8642    -5.6941    -1.2461 |   -7.1326
   -1.8642    -5.6941    -1.2261 |   -7.2526
   -1.8642    -5.6741    -1.2661 |   -7.0426
   -1.8642    -5.6741    -1.2461 |   -7.1626
   -1.8642    -5.6541    -1.2861 |   -6.9526
   -1.8642    -5.6541    -1.2661 |   -7.0726
   -1.8642    -5.6541    -1.2461 |   -7.1926
   -1.8642    -5.6341    -1.3061 |   -6.8626
   -1.8642    -5.6341    -1.2861 |   -6.9826
   -1.8642    -5.6341    -1.2661 |   -7.1026
   -1.8642    -5.6141    -1.3061 |   -6.8926
   -1.8642    -5.6141    -1.2861 |   -7.0126
   -1.8642    -5.5941    -1.3261 |   -6.8026
   -1.8642    -5.5941    -1.3061 |   -6.9226
   -1.8642    -5.5941    -1.2861 |   -7.0426
   -1.8642    -5.5741    -1.3261 |   -6.8326
   -1.8642    -5.5741    -1.3061 |   -6.9526
   -1.8642    -5.5541    -1.3461 |   -6.7426
   -1.8642    -5.5541    -1.3261 |   -6.8626
   -1.8642    -5.5341    -1.3661 |   -6.6526
   -1.8642    -5.5341    -1.3461 |   -6.7726
   -1.8642    -5.5341    -1.3261 |   -6.8926
   -1.8642    -5.5141    -1.3661 |   -6.6826
   -1.8642    -5.5141    -1.3461 |   -6.8026
   -1.8642    -5.4941    -1.3861 |   -6.5926
   -1.8642    -5.4941    -1.3661 |   -6.7126
   -1.8642    -5.4741    -1.3861 |   -6.6226
   -1.8642    -5.4741    -1.3661 |   -6.7426
   -1.8642    -5.4541    -1.4061 |   -6.5326
   -1.8642    -5.4541    -1.3861 |   -6.6526
   -1.8642    -5.4341    -1.4061 |   -6.5626
   -1.8642    -5.4141    -1.4261 |   -6.4726
   -1.8642    -5.4141    -1.4061 |   -6.5926
   -1.8642    -5.3941    -1.4261 |   -6.5026
   -1.8642    -5.3741    -1.4461 |   -6.4126
   -1.8642    -5.3541    -1.4461 |   -6.4426
   -1.8642    -5.3341    -1.4661 |   -6.3526
   -1.8642    -5.2941    -1.4861 |   -6.2926
   -1.8442    -5.9741    -1.1061 |   -7.6226
   -1.8442    -5.9541    -1.1061 |   -7.6526
   -1.8442    -5.9341    -1.1261 |   -7.5626
   -1.8442    -5.9341    -1.1061 |   -7.6826
   -1.8442    -5.9141    -1.1261 |   -7.5926
   -1.8442    -5.9141    -1.1061 |   -7.7126
   -1.8442    -5.8941    -1.1461 |   -7.5026
   -1.8442    -5.8941    -1.1261 |   -7.6226
   -1.8442    -5.8941    -1.1061 |   -7.7426
   -1.8442    -5.8741    -1.1661 |   -7.4126
   -1.8442    -5.8741    -1.1461 |   -7.5326
   -1.8442    -5.8741    -1.1261 |   -7.6526
   -1.8442    -5.8741    -1.1061 |   -7.7726
   -1.8442    -5.8541    -1.1661 |   -7.4426
   -1.8442    -5.8541    -1.1461 |   -7.5626
   -1.8442    -5.8541    -1.1261 |   -7.6826
   -1.8442    -5.8341    -1.1861 |   -7.3526
   -1.8442    -5.8341    -1.1661 |   -7.4726
   -1.8442    -5.8341    -1.1461 |   -7.5926
   -1.8442    -5.8341    -1.1261 |   -7.7126
   -1.8442    -5.8141    -1.1861 |   -7.3826
   -1.8442    -5.8141    -1.1661 |   -7.5026
   -1.8442    -5.8141    -1.1461 |   -7.6226
   -1.8442    -5.7941    -1.2061 |   -7.2926
   -1.8442    -5.7941    -1.1861 |   -7.4126
   -1.8442    -5.7941    -1.1661 |   -7.5326
   -1.8442    -5.7741    -1.2261 |   -7.2026
   -1.8442    -5.7741    -1.2061 |   -7.3226
   -1.8442    -5.7741    -1.1861 |   -7.4426
   -1.8442    -5.7741    -1.1661 |   -7.5626
   -1.8442    -5.7541    -1.2261 |   -7.2326
   -1.8442    -5.7541    -1.2061 |   -7.3526
   -1.8442    -5.7541    -1.1861 |   -7.4726
   -1.8442    -5.7341    -1.2461 |   -7.1426
   -1.8442    -5.7341    -1.2261 |   -7.2626
   -1.8442    -5.7341    -1.2061 |   -7.3826
   -1.8442    -5.7141    -1.2461 |   -7.1726
   -1.8442    -5.7141    -1.2261 |   -7.2926
   -1.8442    -5.7141    -1.2061 |   -7.4126
   -1.8442    -5.6941    -1.2661 |   -7.0826
   -1.8442    -5.6941    -1.2461 |   -7.2026
   -1.8442    -5.6941    -1.2261 |   -7.3226
   -1.8442    -5.6741    -1.2861 |   -6.9926
   -1.8442    -5.6741    -1.2661 |   -7.1126
   -1.8442    -5.6741    -1.2461 |   -7.2326
   -1.8442    -5.6541    -1.2861 |   -7.0226
   -1.8442    -5.6541    -1.2661 |   -7.1426
   -1.8442    -5.6541    -1.2461 |   -7.2626
   -1.8442    -5.6341    -1.3061 |   -6.9326
   -1.8442    -5.6341    -1.2861 |   -7.0526
   -1.8442    -5.6341    -1.2661 |   -7.1726
   -1.8442    -5.6141    -1.3061 |   -6.9626
   -1.8442    -5.6141    -1.2861 |   -7.0826
   -1.8442    -5.5941    -1.3261 |   -6.8726
   -1.8442    -5.5941    -1.3061 |   -6.9926
   -1.8442    -5.5941    -1.2861 |   -7.1126
   -1.8442    -5.5741    -1.3461 |   -6.7826
   -1.8442    -5.5741    -1.3261 |   -6.9026
   -1.8442    -5.5741    -1.3061 |   -7.0226
   -1.8442    -5.5541    -1.3461 |   -6.8126
   -1.8442    -5.5541    -1.3261 |   -6.9326
   -1.8442    -5.5341    -1.3661 |   -6.7226
   -1.8442    -5.5341    -1.3461 |   -6.8426
   -1.8442    -5.5341    -1.3261 |   -6.9626
   -1.8442    -5.5141    -1.3661 |   -6.7526
   -1.8442    -5.5141    -1.3461 |   -6.8726
   -1.8442    -5.4941    -1.3861 |   -6.6626
   -1.8442    -5.4941    -1.3661 |   -6.7826
   -1.8442    -5.4741    -1.4061 |   -6.5726
   -1.8442    -5.4741    -1.3861 |   -6.6926
   -1.8442    -5.4741    -1.3661 |   -6.8126
   -1.8442    -5.4541    -1.4061 |   -6.6026
   -1.8442    -5.4541    -1.3861 |   -6.7226
   -1.8442    -5.4341    -1.4261 |   -6.5126
   -1.8442    -5.4341    -1.4061 |   -6.6326
   -1.8442    -5.4141    -1.4261 |   -6.5426
   -1.8442    -5.4141    -1.4061 |   -6.6626
   -1.8442    -5.3941    -1.4461 |   -6.4526
   -1.8442    -5.3941    -1.4261 |   -6.5726
   -1.8442    -5.3741    -1.4461 |   -6.4826
   -1.8442    -5.3541    -1.4661 |   -6.3926
   -1.8442    -5.3541    -1.4461 |   -6.5126
   -1.8442    -5.3341    -1.4661 |   -6.4226
   -1.8442    -5.3141    -1.4861 |   -6.3326
   -1.8442    -5.2941    -1.4861 |   -6.3626
   -1.8442    -5.2741    -1.5061 |   -6.2726
   -1.8442    -5.2341    -1.5261 |   -6.2126
   -1.8242    -5.9141    -1.1461 |   -7.5426
   -1.8242    -5.8941    -1.1461 |   -7.5726
   -1.8242    -5.8741    -1.1661 |   -7.4826
   -1.8242    -5.8741    -1.1461 |   -7.6026
   -1.8242    -5.8541    -1.1661 |   -7.5126
   -1.8242    -5.8541    -1.1461 |   -7.6326
   -1.8242    -5.8341    -1.1861 |   -7.4226
   -1.8242    -5.8341    -1.1661 |   -7.5426
   -1.8242    -5.8341    -1.1461 |   -7.6626
   -1.8242    -5.8141    -1.2061 |   -7.3326
   -1.8242    -5.8141    -1.1861 |   -7.4526
   -1.8242    -5.8141    -1.1661 |   -7.5726
   -1.8242    -5.8141    -1.1461 |   -7.6926
   -1.8242    -5.7941    -1.2061 |   -7.3626
   -1.8242    -5.7941    -1.1861 |   -7.4826
   -1.8242    -5.7941    -1.1661 |   -7.6026
   -1.8242    -5.7741    -1.2261 |   -7.2726
   -1.8242    -5.7741    -1.2061 |   -7.3926
   -1.8242    -5.7741    -1.1861 |   -7.5126
   -1.8242    -5.7741    -1.1661 |   -7.6326
   -1.8242    -5.7541    -1.2261 |   -7.3026
   -1.8242    -5.7541    -1.2061 |   -7.4226
   -1.8242    -5.7541    -1.1861 |   -7.5426
   -1.8242    -5.7341    -1.2461 |   -7.2126
   -1.8242    -5.7341    -1.2261 |   -7.3326
   -1.8242    -5.7341    -1.2061 |   -7.4526
   -1.8242    -5.7141    -1.2661 |   -7.1226
   -1.8242    -5.7141    -1.2461 |   -7.2426
   -1.8242    -5.7141    -1.2261 |   -7.3626
   -1.8242    -5.7141    -1.2061 |   -7.4826
   -1.8242    -5.6941    -1.2661 |   -7.1526
   -1.8242    -5.6941    -1.2461 |   -7.2726
   -1.8242    -5.6941    -1.2261 |   -7.3926
   -1.8242    -5.6741    -1.2861 |   -7.0626
   -1.8242    -5.6741    -1.2661 |   -7.1826
   -1.8242    -5.6741    -1.2461 |   -7.3026
   -1.8242    -5.6541    -1.2861 |   -7.0926
   -1.8242    -5.6541    -1.2661 |   -7.2126
   -1.8242    -5.6541    -1.2461 |   -7.3326
   -1.8242    -5.6341    -1.3061 |   -7.0026
   -1.8242    -5.6341    -1.2861 |   -7.1226
   -1.8242    -5.6341    -1.2661 |   -7.2426
   -1.8242    -5.6141    -1.3261 |   -6.9126
   -1.8242    -5.6141    -1.3061 |   -7.0326
   -1.8242    -5.6141    -1.2861 |   -7.1526
   -1.8242    -5.5941    -1.3261 |   -6.9426
   -1.8242    -5.5941    -1.3061 |   -7.0626
   -1.8242    -5.5941    -1.2861 |   -7.1826
   -1.8242    -5.5741    -1.3461 |   -6.8526
   -1.8242    -5.5741    -1.3261 |   -6.9726
   -1.8242    -5.5741    -1.3061 |   -7.0926
   -1.8242    -5.5541    -1.3461 |   -6.8826
   -1.8242    -5.5541    -1.3261 |   -7.0026
   -1.8242    -5.5341    -1.3661 |   -6.7926
   -1.8242    -5.5341    -1.3461 |   -6.9126
   -1.8242    -5.5341    -1.3261 |   -7.0326
   -1.8242    -5.5141    -1.3861 |   -6.7026
   -1.8242    -5.5141    -1.3661 |   -6.8226
   -1.8242    -5.5141    -1.3461 |   -6.9426
   -1.8242    -5.4941    -1.3861 |   -6.7326
   -1.8242    -5.4941    -1.3661 |   -6.8526
   -1.8242    -5.4741    -1.4061 |   -6.6426
   -1.8242    -5.4741    -1.3861 |   -6.7626
   -1.8242    -5.4741    -1.3661 |   -6.8826
   -1.8242    -5.4541    -1.4061 |   -6.6726
   -1.8242    -5.4541    -1.3861 |   -6.7926
   -1.8242    -5.4341    -1.4261 |   -6.5826
   -1.8242    -5.4341    -1.4061 |   -6.7026
   -1.8242    -5.4141    -1.4461 |   -6.4926
   -1.8242    -5.4141    -1.4261 |   -6.6126
   -1.8242    -5.4141    -1.4061 |   -6.7326
   -1.8242    -5.3941    -1.4461 |   -6.5226
   -1.8242    -5.3941    -1.4261 |   -6.6426
   -1.8242    -5.3741    -1.4661 |   -6.4326
   -1.8242    -5.3741    -1.4461 |   -6.5526
   -1.8242    -5.3541    -1.4661 |   -6.4626
   -1.8242    -5.3541    -1.4461 |   -6.5826
   -1.8242    -5.3341    -1.4861 |   -6.3726
   -1.8242    -5.3341    -1.4661 |   -6.4926
   -1.8242    -5.3141    -1.4861 |   -6.4026
   -1.8242    -5.2941    -1.5061 |   -6.3126
   -1.8242    -5.2941    -1.4861 |   -6.4326
   -1.8242    -5.2741    -1.5061 |   -6.3426
   -1.8242    -5.2541    -1.5261 |   -6.2526
   -1.8242    -5.2341    -1.5261 |   -6.2826
   -1.8242    -5.2141    -1.5461 |   -6.1926
   -1.8242    -5.1741    -1.5661 |   -6.1326
   -1.8042    -5.8541    -1.1861 |   -7.4626
   -1.8042    -5.8341    -1.1861 |   -7.4926
   -1.8042    -5.8141    -1.2061 |   -7.4026
   -1.8042    -5.8141    -1.1861 |   -7.5226
   -1.8042    -5.7941    -1.2061 |   -7.4326
   -1.8042    -5.7941    -1.1861 |   -7.5526
   -1.8042    -5.7741    -1.2261 |   -7.3426
   -1.8042    -5.7741    -1.2061 |   -7.4626
   -1.8042    -5.7741    -1.1861 |   -7.5826
   -1.8042    -5.7541    -1.2461 |   -7.2526
   -1.8042    -5.7541    -1.2261 |   -7.3726
   -1.8042    -5.7541    -1.2061 |   -7.4926
   -1.8042    -5.7541    -1.1861 |   -7.6126
   -1.8042    -5.7341    -1.2461 |   -7.2826
   -1.8042    -5.7341    -1.2261 |   -7.4026
